Train_Dataset,Test_Dataset,Spearman_r,p_value,Optimization_Success,Objective_Value,Params
PTEN.csv,PTEN.csv (Train Set),0.525954155542005,0.0,True,15232521.633378435,[ 0.1325  0.5127  0.2438  0.4837 -0.688  -2.3648 -0.4184]
PTEN.csv,PAFA.csv,0.5264789202501787,1.6017715226411284e-73,True,15232521.633378435,[ 0.1325  0.5127  0.2438  0.4837 -0.688  -2.3648 -0.4184]
PTEN.csv,AICDA.csv,0.4314869348239658,6.909376959519932e-11,True,15232521.633378435,[ 0.1325  0.5127  0.2438  0.4837 -0.688  -2.3648 -0.4184]
PTEN.csv,AMIE.csv,0.6057262825730704,0.0,True,15232521.633378435,[ 0.1325  0.5127  0.2438  0.4837 -0.688  -2.3648 -0.4184]
PTEN.csv,CAS9.csv,0.17751621909187917,1.878432534836781e-58,True,15232521.633378435,[ 0.1325  0.5127  0.2438  0.4837 -0.688  -2.3648 -0.4184]
PTEN.csv,LGK.csv,0.5122106868837658,0.0,True,15232521.633378435,[ 0.1325  0.5127  0.2438  0.4837 -0.688  -2.3648 -0.4184]
PTEN.csv,OTC.csv,0.6161778627732429,8.461993799610703e-165,True,15232521.633378435,[ 0.1325  0.5127  0.2438  0.4837 -0.688  -2.3648 -0.4184]
PTEN.csv,PTEN_2018.csv,0.5298353054756991,0.0,True,15232521.633378435,[ 0.1325  0.5127  0.2438  0.4837 -0.688  -2.3648 -0.4184]
PTEN.csv,RASH.csv,0.3997578635464782,1.3477359889570686e-120,True,15232521.633378435,[ 0.1325  0.5127  0.2438  0.4837 -0.688  -2.3648 -0.4184]
PTEN.csv,RNC.csv,0.5410290376054099,0.0,True,15232521.633378435,[ 0.1325  0.5127  0.2438  0.4837 -0.688  -2.3648 -0.4184]
PTEN.csv,RUBISCO.csv,0.5701252151040357,0.0,True,15232521.633378435,[ 0.1325  0.5127  0.2438  0.4837 -0.688  -2.3648 -0.4184]
PTEN.csv,VKOR1.csv,0.3521918795034682,8.773137141031163e-22,True,15232521.633378435,[ 0.1325  0.5127  0.2438  0.4837 -0.688  -2.3648 -0.4184]
PAFA.csv,PTEN.csv,0.5249843664969115,0.0,True,295150.6464213122,[ 0.1822  0.8473  0.2865  1.1817 -0.6877 -0.5757 -1.4013]
PAFA.csv,PAFA.csv (Train Set),0.5499629061914386,2.224824437157142e-81,True,295150.6464213122,[ 0.1822  0.8473  0.2865  1.1817 -0.6877 -0.5757 -1.4013]
PAFA.csv,AICDA.csv,0.4383926046601673,3.161126166728433e-11,True,295150.6464213122,[ 0.1822  0.8473  0.2865  1.1817 -0.6877 -0.5757 -1.4013]
PAFA.csv,AMIE.csv,0.6121323889645174,0.0,True,295150.6464213122,[ 0.1822  0.8473  0.2865  1.1817 -0.6877 -0.5757 -1.4013]
PAFA.csv,CAS9.csv,0.18479768568871544,2.8170346390143873e-63,True,295150.6464213122,[ 0.1822  0.8473  0.2865  1.1817 -0.6877 -0.5757 -1.4013]
PAFA.csv,LGK.csv,0.524002454268627,0.0,True,295150.6464213122,[ 0.1822  0.8473  0.2865  1.1817 -0.6877 -0.5757 -1.4013]
PAFA.csv,OTC.csv,0.5621873447556697,1.6237468788828725e-131,True,295150.6464213122,[ 0.1822  0.8473  0.2865  1.1817 -0.6877 -0.5757 -1.4013]
PAFA.csv,PTEN_2018.csv,0.5256600673312637,0.0,True,295150.6464213122,[ 0.1822  0.8473  0.2865  1.1817 -0.6877 -0.5757 -1.4013]
PAFA.csv,RASH.csv,0.4164207326212557,1.0310480775391508e-131,True,295150.6464213122,[ 0.1822  0.8473  0.2865  1.1817 -0.6877 -0.5757 -1.4013]
PAFA.csv,RNC.csv,0.6104014284974174,0.0,True,295150.6464213122,[ 0.1822  0.8473  0.2865  1.1817 -0.6877 -0.5757 -1.4013]
PAFA.csv,RUBISCO.csv,0.5811258775929676,0.0,True,295150.6464213122,[ 0.1822  0.8473  0.2865  1.1817 -0.6877 -0.5757 -1.4013]
PAFA.csv,VKOR1.csv,0.37895247148473094,3.182943878454124e-25,True,295150.6464213122,[ 0.1822  0.8473  0.2865  1.1817 -0.6877 -0.5757 -1.4013]
AICDA.csv,PTEN.csv,0.3955269194069697,1.7620515941710778e-270,True,12483.439031120408,[ 0.0083 -0.0046  0.0053  3.272  -0.5305  0.089  -0.0935]
